SCT_ID,CRS_ID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
35465D,GESM-141,20231,Lecture,14,7,GER,224,Personality Across the Lifespan,
35466D,GESM-141,20231,Lecture,15,7,GER,224,The Mind and Body Connection Through the Lifespan,
35467D,GESM-141,20231,Lecture,13,7,KAP,134,Diseases of the Brain: Why Haven't we won the Battle Yet?,
35472D,GESM-150,20231,Lecture,14,7,VPD,107,Putting Science in Science Fiction,
35476D,GESM-150,20231,Lab,14,7,DMC,101,Putting Science in Science Fiction,
35473D,GESM-150,20231,Lecture,14,7,VPD,107,Putting Science in Science Fiction,
35477D,GESM-150,20231,Lab,14,7,DMC,101,Putting the Science in Science Fiction,
35474D,GESM-150,20231,Lecture,13,7,THH,209,From Einstein to Nukes--Understanding Energy,
35478D,GESM-150,20231,Lab,13,7,DMC,107,From Einstein to Nukes--Understanding Energy,
35471D,GESM-150,20231,Lecture,12,7,ZHS,118,Civilization as a Global Geosystem,
35475D,GESM-150,20231,Lab,12,7,ZHS,B65,Civilization as a Global Geosystem,
35485D,GESM-160,20231,Lecture,6,5,KAP,159,Mathematical Modeling and Computer Simulation,
35486D,GESM-160,20231,Lecture,14,7,GFS,210,The Logic of Events,
35490D,GESM-161,20231,Lecture,7,6,LVL,3Y,Statistics and Quantitative Literacy,
36200R,GERO-200,20231,Lecture,225,250,ONLINE,,,
36211R,GERO-311,20231,Lecture,6,30,GER,224,,
36210R,GERO-315,20231,Lecture,229,230,GER,124,,
36213D,GERO-320,20231,Lecture,15,25,GER,115,,
36221D,GERO-321,20231,Lecture,4,15,GER,115,,
36230R,GERO-340,20231,Lecture,20,45,GER,224,,
36242R,GERO-380,20231,Lecture,65,200,ONLINE,,,
36245R,GERO-411,20231,Lecture-Lab,13,20,GER,115,,2
36250R,GERO-414,20231,Lecture,81,100,GER,124,,
36215R,GERO-415,20231,Lecture,8,25,GER,115,,
36255R,GERO-416,20231,Lecture,22,27,GER,230,,
36235R,GERO-435,20231,Lecture,7,25,GER,230,,
36260R,GERO-437,20231,Lecture,11,25,GER,230,,4
36265R,GERO-440,20231,Lecture,21,35,GER,224,,
36275R,GERO-481,20231,Lecture,10,20,GER,115,,
36289D,GERO-489,20231,Lecture,18,20,OFFICE,,,
36280D,GERO-490,20231,Lecture,5,20,OFFICE,,,2
36282D,GERO-491,20231,Lecture,2,15,GER,125,,
36272R,GERO-492,20231,Lecture,11,11,GER,224,,
36283R,GERO-493,20231,Lecture,10,15,OFFICE,,,
36294R,GERO-494,20231,Lecture,7,15,OFFICE,,,
36290D,GERO-495,20231,Lecture,13,20,GER,125,,
36297R,GERO-498,20231,Lecture,15,20,ONLINE,,,
36298R,GERO-498,20231,Lecture,20,30,OFFICE,,,
36259D,GERO-499,20231,Lecture,18,20,OFFICE,,South Korea's Rapid Population Aging: How to Turn Challenges into Opportunities,4
36300R,GERO-500,20231,Lecture,17,35,GER,230,,
36301R,GERO-500,20231,Lecture,20,50,ONLINE,,,
36303R,GERO-502,20231,Lecture,17,50,ONLINE,,,
36336R,GERO-502,20231,Lecture,12,20,GER,224,,
36314R,GERO-504,20231,Lecture,5,50,ONLINE,,,
36302R,GERO-504,20231,Lecture,10,34,GER,124,,
36304R,GERO-505,20231,Lecture,22,25,GER,115,,
36306R,GERO-505,20231,Lecture,24,25,ONLINE,,,
36308R,GERO-506,20231,Lecture,15,50,ONLINE,,,
36305R,GERO-506,20231,Lecture,10,45,GER,224,,
36318R,GERO-508,20231,Lecture,17,50,ONLINE,,,
36307R,GERO-508,20231,Lecture,8,40,GER,115,,
36310R,GERO-510,20231,Lecture,8,40,GER,115,,
36311R,GERO-510,20231,Lecture,14,50,ONLINE,,,
36316R,GERO-516,20231,Lecture,2,10,GER,114,,
36317R,GERO-516,20231,Lecture,5,10,ONLINE,,,
36322D,GERO-517,20231,Lecture-Lab,22,30,GER,124,,
36328D,GERO-517,20231,Lecture-Lab,8,25,ONLINE,,,
36320R,GERO-520,20231,Lecture,25,50,ONLINE,,,4
36324R,GERO-520,20231,Lecture,12,40,GER,115,,4
36331R,GERO-530,20231,Lecture,22,50,ONLINE,,,
36330R,GERO-530,20231,Lecture,19,80,GER,124,,
36341R,GERO-540,20231,Lecture,41,50,ONLINE,,,
36342R,GERO-540,20231,Lecture,7,40,GER,124,,
36351R,GERO-550,20231,Lecture,13,50,ONLINE,,,
36340R,GERO-550,20231,Lecture,11,30,GER,224,,
36352R,GERO-552,20231,Lecture,13,25,GER,230,,
36354R,GERO-552,20231,Lecture,16,25,ONLINE,,,
36350D,GERO-555,20231,Lecture,8,25,GER,125,,
36357D,GERO-555,20231,Lecture,7,50,ONLINE,,,
36362D,GERO-560,20231,Lecture,19,25,GER,230,,
36363D,GERO-560,20231,Lecture,13,25,ONLINE,,,
36343R,GERO-561,20231,Lecture,10,25,ONLINE,,,
36396R,GERO-561,20231,Lecture,7,15,GER,125,,
36344R,GERO-563,20231,Lecture,10,25,ONLINE,,,
36353R,GERO-563,20231,Lecture,11,15,GER,115,,
36358R,GERO-566,20231,Lecture,10,12,GER,114,,
36367R,GERO-566,20231,Lecture,11,25,ONLINE,,,
36349D,GERO-569,20231,Lecture,2,15,GER,124,,
36369D,GERO-569,20231,Lecture,6,25,ONLINE,,,
36355D,GERO-575,20231,Lecture,3,10,GER,125,,
36380D,GERO-575,20231,Lecture,10,25,ONLINE,,,
36347D,GERO-577,20231,Lecture,9,15,GER,125,,
36348D,GERO-577,20231,Lecture,11,25,ONLINE,,,
36359D,GERO-579,20231,Lecture,4,10,OFFICE,,,
36378D,GERO-579,20231,Lecture,9,25,ONLINE,,,
36327R,GERO-589,20231,Lecture,24,50,ONLINE,,,
36329R,GERO-589,20231,Lecture,10,25,GER,124,,
36360D,GERO-590,20231,Lecture,3,20,OFFICE,,,1
36361D,GERO-590,20231,Lecture,15,30,GER,115,,2
36364D,GERO-590,20231,Lecture,9,25,ONLINE,,,2
36345D,GERO-591,20231,Lecture,6,50,ONLINE,,,1
36346D,GERO-591,20231,Lecture,14,25,ONLINE,,,1
36365D,GERO-591,20231,Lecture,19,50,GER,125,,1
36366D,GERO-591,20231,Lecture,32,40,GER,115,,2
36332D,GERO-592,20231,Lecture,1,10,GER,125,,
36333D,GERO-592,20231,Lecture,4,10,ONLINE,,,
36370D,GERO-592,20231,Lecture,11,15,GER,125,,
36392D,GERO-592,20231,Lecture,8,20,GER,224,,
36393D,GERO-592,20231,Lecture,1,25,ONLINE,,,
36394R,GERO-593,20231,Lecture,28,30,GER,124,,
36398R,GERO-593,20231,Lecture,28,50,ONLINE,,,
36371D,GERO-600,20231,Lecture,5,15,GER,125,,
36374D,GERO-600,20231,Lecture,2,15,ONLINE,,,
36382D,GERO-600,20231,Discussion,5,15,GER,125,,
36383D,GERO-600,20231,Discussion,2,15,ONLINE,,,
36312D,GERO-602A,20231,Lecture,0,2,GER,125,,
36384D,GERO-602A,20231,Lecture,0,15,ONLINE,,,
36391D,GERO-602B,20231,Lecture,1,15,ONLINE,,,
36397D,GERO-602B,20231,Lecture,5,15,GER,125,,
36313D,GERO-614,20231,Lecture-Lab,1,15,ONLINE,,,
36376D,GERO-614,20231,Lecture-Lab,7,15,OFFICE,,,
36326D,GERO-616,20231,Lecture,0,20,ONLINE,,,
36381D,GERO-640,20231,Lecture,4,4,ONLINE,,,
36379D,GERO-790,20231,Lecture,5,25,ONLINE,,,
36385D,GERO-790,20231,Lecture,3,20,OFFICE,,,
36319D,GERO-794A,20231,Lecture,1,25,ONLINE,,,
36386D,GERO-794A,20231,Lecture,5,15,OFFICE,,,
36321D,GERO-794B,20231,Lecture,6,25,ONLINE,,,
36387D,GERO-794B,20231,Lecture,1,10,OFFICE,,,
36356D,GERO-794C,20231,Lecture,2,25,ONLINE,,,
36388D,GERO-794C,20231,Lecture,6,10,OFFICE,,,
36368D,GERO-794D,20231,Lecture,3,25,ONLINE,,,
36389D,GERO-794D,20231,Lecture,4,10,OFFICE,,,
36372D,GERO-794Z,20231,Lecture,9,25,ONLINE,,,
36390D,GERO-794Z,20231,Lecture,4,20,OFFICE,,,
36601R,GRSC-800A,20231,Lecture,72,350,OFFICE,,,
36602R,GRSC-800B,20231,Lecture,55,350,OFFICE,,,
36604D,GRSC-800Z,20231,Lecture,7,100,OFFICE,,,
36655D,GRSC-803,20231,Lecture,19,100,OFFICE,,,
36600D,GRSC-804,20231,Lecture,8,15,OFFICE,,,
36603R,GRSC-810,20231,Lecture,0,50,OFFICE,,,
02680R,LAW-101,20231,Lecture,121,156,SGM,101,,
02663R,LAW-101,20231,Discussion,11,25,DMC,211,,
02681R,LAW-101,20231,Discussion,23,26,DMC,201,,
02683R,LAW-101,20231,Discussion,29,32,DMC,158,,
02686R,LAW-101,20231,Discussion,10,23,KAP,140,,
02687R,LAW-101,20231,Discussion,24,25,THH,213,,
02688R,LAW-101,20231,Discussion,24,25,DMC,158,,
02605R,LAW-201,20231,Lecture,9,28,LAW,12,,
02614R,LAW-205,20231,Lecture,42,60,LAW,103,,
02637R,LAW-206,20231,Lecture,13,40,VPD,106,,
02613R,LAW-210,20231,Lecture,115,160,LAW,3,,
02638R,LAW-211,20231,Lecture,17,30,WPH,203,,
02653R,LAW-212,20231,Lecture,13,40,VPD,106,,
02640R,LAW-220,20231,Lecture,89,160,LAW,3,,
02625R,LAW-250,20231,Lecture,35,70,ZHS,252,,
02629R,LAW-275,20231,Lecture,6,40,LAW,130,,
02607R,LAW-300,20231,Lecture,101,120,THH,102,,
02624R,LAW-324,20231,Lecture,22,60,LAW,130,,
02632R,LAW-350,20231,Lecture,38,40,LAW,2,,
02620R,LAW-403,20231,Lecture,33,70,LAW,103,,
02636R,LAW-406,20231,Lecture,16,20,LAW,106,,
02634D,LAW-490,20231,Lecture,0,12,OFFICE,,,1
02655D,LAW-492,20231,Lecture,10,12,LAW,107,,
02652D,LAW-498,20231,Lecture,4,5,OFFICE,,,
08953D,LAW-500O,20231,Lecture,0,1,OFFCAMPUS,,Bond,12
04017D,LAW-503,20231,Lecture,48,90,LAW,7,,2
04018D,LAW-503,20231,Lecture,7,44,LVL,17,,2
04117D,LAW-503,20231,Lecture,10,11,LAW,7,,2
04118D,LAW-503,20231,Lecture,1,10,LVL,17,,2
04217D,LAW-503,20231,Lecture,4,10,LAW,7,,2
04331D,LAW-503,20231,Lecture,2,10,LAW,7,,2
03030D,LAW-504,20231,Lecture,74,75,LAW,1,,
03034D,LAW-504,20231,Lecture,74,75,LAW,1,,
03039D,LAW-504,20231,Lecture,73,73,LAW,101,,
03040D,LAW-505,20231,Lecture,98,120,LAW,3,,3
03044D,LAW-505,20231,Lecture,90,94,LAW,7,,3
04054D,LAW-505,20231,Lecture,42,89,LAW,7,,2
04153D,LAW-505,20231,Lecture,11,12,LAW,7,,2
04253D,LAW-505,20231,Lecture,4,10,LAW,7,,2
04367D,LAW-505,20231,Lecture,7,10,LAW,7,,2
04442D,LAW-505,20231,Lecture,1,1,LAW,7,,2
03050D,LAW-507,20231,Lecture,75,75,LAW,1,,4
03054D,LAW-507,20231,Lecture,74,75,LAW,7,,4
03059D,LAW-507,20231,Lecture,73,73,LAW,101,,4
03060D,LAW-508,20231,Lecture,78,80,LAW,1,,3
03064D,LAW-508,20231,Lecture,78,80,LAW,7,,3
03069D,LAW-508,20231,Lecture,73,75,LAW,101,,3
04052D,LAW-510,20231,Lecture,38,45,LAW,101,,1
04055R,LAW-510,20231,Lecture,35,44,LAW,101,,1
04154D,LAW-510,20231,Lecture,10,10,LAW,101,,1
04155D,LAW-510,20231,Lecture,5,9,LAW,101,,1
04254D,LAW-510,20231,Lecture,0,10,LAW,101,,1
04255D,LAW-510,20231,Lecture,3,10,LAW,101,,1
04368D,LAW-510,20231,Lecture,4,10,LAW,101,,1
04369D,LAW-510,20231,Lecture,3,10,LAW,101,,1
04056D,LAW-511A,20231,Lecture,13,13,LAW,223,,2
04057D,LAW-511A,20231,Lecture,14,14,LAW,106,,2
04058D,LAW-511A,20231,Lecture,13,13,MHP,B7B,,2
04059D,LAW-511A,20231,Lecture,10,10,LAW,3,,2
04060D,LAW-511A,20231,Lecture,16,16,LAW,3,,2
04061D,LAW-511A,20231,Lecture,14,14,LAW,223,,2
04156D,LAW-511A,20231,Lecture,3,3,LAW,223,,2
04158D,LAW-511A,20231,Lecture,2,2,MHP,B7B,,2
04159D,LAW-511A,20231,Lecture,5,5,LAW,3,,2
04160D,LAW-511A,20231,Lecture,2,2,LAW,3,,2
04161D,LAW-511A,20231,Lecture,3,3,LAW,223,,2
04256D,LAW-511A,20231,Lecture,1,1,LAW,223,,2
04257D,LAW-511A,20231,Lecture,3,3,LAW,106,,2
04258D,LAW-511A,20231,Lecture,1,1,MHP,B7B,,2
04259D,LAW-511A,20231,Lecture,1,1,LAW,3,,2
04371D,LAW-511A,20231,Lecture,1,1,LAW,106,,2
04372D,LAW-511A,20231,Lecture,2,2,MHP,B7B,,2
04373D,LAW-511A,20231,Lecture,1,1,LAW,3,,2
03151D,LAW-516,20231,Lecture,16,16,LAW,1,,
03152D,LAW-516,20231,Lecture,15,15,LAW,2,,
03153D,LAW-516,20231,Lecture,16,16,LAW,101,,
03154D,LAW-516,20231,Lecture,13,13,LAW,118,,
03155D,LAW-516,20231,Lecture,14,15,LAW,213,,
03156D,LAW-516,20231,Lecture,15,15,LAW,2,,
03157D,LAW-516,20231,Lecture,15,15,LAW,12,,
03158D,LAW-516,20231,Lecture,14,14,LAW,107,,
03159D,LAW-516,20231,Lecture,15,16,LAW,114,,
03160D,LAW-516,20231,Lecture,15,15,LAW,118,,
03161D,LAW-516,20231,Lecture,14,14,LAW,12,,
03162D,LAW-516,20231,Lecture,15,15,LAW,118,,
03163D,LAW-516,20231,Lecture,15,15,LAW,213,,
03164D,LAW-516,20231,Lecture,14,14,LAW,221,,
03165D,LAW-516,20231,Lecture,15,15,LAW,223,,
04048D,LAW-520,20231,Lecture,42,60,LAW,1,,
04151D,LAW-520,20231,Lecture,13,13,LAW,1,,
04251D,LAW-520,20231,Lecture,8,11,LAW,1,,
04300D,LAW-520,20231,Lecture,2,2,LAW,213,,
04307D,LAW-520,20231,Lecture,15,16,LAW,213,,
04365D,LAW-520,20231,Lecture,6,11,LAW,1,,
04408D,LAW-520,20231,Lecture,1,2,LAW,1,,
04418D,LAW-520,20231,Lecture,1,1,LAW,1,,
04082D,LAW-521,20231,Lecture,87,100,THH,102,,3
04182D,LAW-521,20231,Lecture,7,10,THH,102,,3
04282D,LAW-521,20231,Lecture,1,10,THH,102,,3
04301D,LAW-521,20231,Lecture,8,8,LAW,12,,3
04308D,LAW-521,20231,Lecture,6,6,LAW,12,,3
04396D,LAW-521,20231,Lecture,3,10,THH,102,,3
04439D,LAW-521,20231,Lecture,2,2,LAW,101,,3
04302D,LAW-525,20231,Lecture,12,12,LAW,130,,
04309D,LAW-525,20231,Lecture,13,14,LAW,130,,
03170D,LAW-531,20231,Lecture,41,55,LAW,101,,
03172D,LAW-532,20231,Lecture,66,60,LAW,103,,
03173D,LAW-532,20231,Lecture,60,60,LAW,101,,
03174D,LAW-540,20231,Lecture,10,10,ONLINE,,,
03175D,LAW-540,20231,Lecture,10,11,ONLINE,,,
03176D,LAW-540,20231,Lecture,8,8,ONLINE,,,
03190D,LAW-550,20231,Lecture,12,14,OFFICE,,,
04303D,LAW-559,20231,Lecture,7,7,LAW,103,,3
04310D,LAW-559,20231,Lecture,11,11,LAW,103,,3
04087D,LAW-561B,20231,Lecture,13,16,LAW,118,,
04086D,LAW-564,20231,Lecture,13,16,LAW,106,,
04085D,LAW-566,20231,Lecture,13,16,LAW,12,,
04076D,LAW-572,20231,Lecture,1,4,LAW,12,,3
04390D,LAW-572,20231,Lecture,9,20,LAW,12,,3
03180D,LAW-579,20231,Lecture,10,20,LAW,3,,
04042D,LAW-579,20231,Lecture,22,30,LAW,3,,
04093D,LAW-579,20231,Lecture,2,5,LAW,3,,
04142D,LAW-579,20231,Lecture,40,45,LAW,3,,
04242D,LAW-579,20231,Lecture,2,5,LAW,3,,
04413D,LAW-579,20231,Lecture,1,1,LAW,3,,
03150D,LAW-596,20231,Lecture,1,1,OFFICE,,,1
04191D,LAW-596,20231,Lecture,0,2,OFFICE,,,1
04299D,LAW-596,20231,Lecture,1,1,OFFICE,,,1
03221D,LAW-600,20231,Lecture,63,100,LAW,3,,4
04080D,LAW-600,20231,Lecture,2,60,LAW,3,,4
04180D,LAW-600,20231,Lecture,3,5,LAW,3,,4
04280D,LAW-600,20231,Lecture,1,5,LAW,3,,4
03222D,LAW-601,20231,Lecture,11,12,LAW,101,,3
03223D,LAW-602,20231,Lecture,94,95,LAW,1,,3
04022D,LAW-602,20231,Lecture,27,75,LAW,1,,3
04122D,LAW-602,20231,Lecture,1,10,LAW,1,,3
04222D,LAW-602,20231,Lecture,3,5,LAW,1,,3
04336D,LAW-602,20231,Lecture,3,5,LAW,1,,3
03224D,LAW-603,20231,Lecture,16,100,LAW,7,,4
03225D,LAW-603,20231,Lecture,2,30,LAW,107,,4
04007R,LAW-603,20231,Lecture,33,75,LAW,7,,4
04008D,LAW-603,20231,Lecture,2,15,LAW,107,,4
04009D,LAW-603,20231,Lecture,32,32,LAW,7,,4
04107D,LAW-603,20231,Lecture,5,10,LAW,7,,4
04108D,LAW-603,20231,Lecture,1,5,LAW,107,,4
04109D,LAW-603,20231,Lecture,9,9,LAW,7,,4
04208D,LAW-603,20231,Lecture,1,4,LAW,107,,4
04209D,LAW-603,20231,Lecture,1,1,LAW,7,,4
04321D,LAW-603,20231,Lecture,5,5,LAW,7,,4
04323D,LAW-603,20231,Lecture,7,8,LAW,7,,4
03237D,LAW-607,20231,Lecture,56,80,LAW,3,,3
04039D,LAW-607,20231,Lecture,36,37,LAW,130,,3
04040D,LAW-607,20231,Lecture,11,40,LAW,3,,3
04139D,LAW-607,20231,Lecture,5,8,LAW,130,,3
04140D,LAW-607,20231,Lecture,2,15,LAW,3,,3
04239D,LAW-607,20231,Lecture,0,9,LAW,130,,3
04353R,LAW-607,20231,Lecture,3,8,LAW,130,,3
03240D,LAW-608,20231,Lecture,31,80,LAW,3,,4
04034D,LAW-608,20231,Lecture,42,100,LAW,101,,3
04035D,LAW-608,20231,Lecture,10,50,LAW,3,,4
04134D,LAW-608,20231,Lecture,8,10,LAW,101,,3
04135D,LAW-608,20231,Lecture,2,9,LAW,3,,4
04234D,LAW-608,20231,Lecture,2,10,LAW,101,,3
04348D,LAW-608,20231,Lecture,2,10,LAW,101,,3
03248R,LAW-612,20231,Lecture,12,38,LAW,2,,3
04010D,LAW-612,20231,Lecture,7,17,LAW,2,,3
04110D,LAW-612,20231,Lecture,1,2,LAW,2,,3
04324D,LAW-612,20231,Lecture,2,2,LAW,2,,3
03261D,LAW-622,20231,Lecture,10,15,LAW,114,,2
03267D,LAW-626,20231,Lecture,6,9,LAW,12,,1
04049D,LAW-626,20231,Lecture,11,11,LAW,12,,1
04148D,LAW-626,20231,Lecture,3,3,LAW,12,,1
04248D,LAW-626,20231,Lecture,2,3,LAW,12,,1
04406D,LAW-626,20231,Lecture,2,2,LAW,12,,1
03268D,LAW-628,20231,Lecture,12,16,LAW,106,,1
03272D,LAW-631,20231,Lecture,11,16,,,,4
04006D,LAW-632,20231,Lecture,47,47,LAW,130,,2
04106D,LAW-632,20231,Lecture,6,8,LAW,130,,2
04206D,LAW-632,20231,Lecture,1,2,LAW,130,,2
04320D,LAW-632,20231,Lecture,1,5,LAW,130,,2
04304D,LAW-635,20231,Lecture,10,10,LAW,118,,2
04311D,LAW-635,20231,Lecture,6,6,LAW,118,,2
03281D,LAW-636,20231,Lecture,18,38,LAW,2,,3
04053D,LAW-636,20231,Lecture,2,2,LAW,2,,3
04366D,LAW-636,20231,Lecture,1,1,LAW,2,,3
03282D,LAW-637,20231,Lecture,9,20,LAW,3,,2
04050D,LAW-637,20231,Lecture,14,70,LAW,3,,2
04149D,LAW-637,20231,Lecture,20,51,LAW,3,,2
04249D,LAW-637,20231,Lecture,2,9,LAW,3,,2
04363D,LAW-637,20231,Lecture,1,18,LAW,3,,2
04407D,LAW-637,20231,Lecture,2,3,LAW,3,,3
04417D,LAW-637,20231,Lecture,1,1,LAW,3,,3
03283D,LAW-639,20231,Lecture,27,30,LAW,107,,
04078D,LAW-642,20231,Lecture,62,80,LAW,7,,3
04178D,LAW-642,20231,Lecture,10,50,LAW,7,,3
04278D,LAW-642,20231,Lecture,4,15,LAW,7,,3
04392D,LAW-642,20231,Lecture,4,15,LAW,7,,3
03297D,LAW-644,20231,Lecture,11,30,LAW,107,,3
03299D,LAW-645,20231,Lecture,31,32,OFFICE,,,1
03306D,LAW-648,20231,Lecture,9,10,OFFICE,,Spotlight,1
04032D,LAW-650,20231,Lecture,58,60,LAW,3,,2
04132D,LAW-650,20231,Lecture,9,50,LAW,3,,2
04232D,LAW-650,20231,Lecture,4,20,LAW,3,,2
04346D,LAW-650,20231,Lecture,2,30,LAW,3,,2
04428D,LAW-650,20231,Lecture,1,1,LAW,3,,2
03308D,LAW-651,20231,Lecture,1,1,LAW,107,,
03309D,LAW-651,20231,Lecture,10,11,LAW,107,,
03315D,LAW-652,20231,Lecture,9,20,LAW,12,,
04012D,LAW-652,20231,Lecture,3,3,THH,213,,
04013D,LAW-652,20231,Lecture,1,2,LAW,12,,
04212D,LAW-652,20231,Lecture,3,24,THH,213,,
04213D,LAW-652,20231,Lecture,13,13,LAW,12,,
04326D,LAW-652,20231,Lecture,0,0,,,,
03316D,LAW-653,20231,Lecture,27,30,LAW,7,,1
04069D,LAW-653,20231,Lecture,23,50,LAW,7,,1
04084D,LAW-654,20231,Lecture,19,55,LAW,103,Business and Legal Issues,2
04184D,LAW-654,20231,Lecture,1,5,LAW,103,Business and Legal Issues,2
04284D,LAW-654,20231,Lecture,5,5,LAW,103,Business and Legal Issues,2
03317D,LAW-655,20231,Lecture,15,18,LAW,114,,3
04133D,LAW-655,20231,Lecture,1,1,LAW,114,,3
03319D,LAW-657,20231,Lecture,0,0,,,,
03322D,LAW-658,20231,Lecture,91,91,LAW,1,,3
04066D,LAW-658,20231,Lecture,68,110,MRF,340,,3
04067D,LAW-658,20231,Lecture,1,1,LAW,1,,3
04166D,LAW-658,20231,Lecture,25,26,MRF,340,,3
04167D,LAW-658,20231,Lecture,2,2,LAW,1,,3
04266D,LAW-658,20231,Lecture,0,0,,,,3
04380D,LAW-658,20231,Lecture,2,10,MRF,340,,3
03220D,LAW-666B,20231,Lecture,4,4,LAW,130,,
03339D,LAW-668,20231,Lecture,38,38,LAW,130,,
03341D,LAW-669,20231,Lecture,11,11,LAW,130,,3
03340D,LAW-670,20231,Lecture,4,4,OFFICE,,,1
03342D,LAW-671,20231,Lecture,4,4,OFFICE,,,2
03355D,LAW-677,20231,Lecture,40,50,LAW,103,,
04089D,LAW-677,20231,Lecture,10,10,LAW,103,,
04090D,LAW-677,20231,Lecture,3,3,LAW,103,,
04286D,LAW-677,20231,Lecture,7,7,LAW,103,,
03356D,LAW-678B,20231,Lecture,24,25,OFFICE,,,1
03920D,LAW-679,20231,Lecture,1,1,OFFICE,,,1
03921D,LAW-679,20231,Lecture,2,2,OFFICE,,,1
03922D,LAW-679,20231,Lecture,1,1,OFFICE,,,1
03923D,LAW-679,20231,Lecture,1,1,OFFICE,,,1
03924D,LAW-679,20231,Lecture,1,1,OFFICE,,,1
03925D,LAW-679,20231,Lecture,2,1,OFFICE,,,1
03926D,LAW-679,20231,Lecture,2,2,OFFICE,,,1
03927D,LAW-679,20231,Lecture,1,1,OFFICE,,,1
03928D,LAW-679,20231,Lecture,1,1,OFFICE,,,1
03929D,LAW-679,20231,Lecture,1,1,OFFICE,,,1
03366D,LAW-680,20231,Lecture,3,10,LAW,103,,3
04065D,LAW-680,20231,Lecture,2,2,LAW,103,,3
04379D,LAW-680,20231,Lecture,7,10,LAW,103,,3
03359D,LAW-680B,20231,Lecture,3,10,OFFICE,,,1
03360D,LAW-680B,20231,Lecture,5,10,OFFICE,,,2
03362D,LAW-680B,20231,Lecture,5,10,OFFICE,,,3
03364D,LAW-685,20231,Lecture,22,20,LAW,101 & ONLINE,,1
03365D,LAW-685,20231,Lecture,14,20,LAW,101 & ONLINE,,2
03350D,LAW-687,20231,Lecture,4,4,,,,
03354D,LAW-689,20231,Lecture,30,31,LAW,2,,2
04287D,LAW-689,20231,Lecture,2,5,LAW,2,,2
04289D,LAW-689,20231,Lecture,1,2,LAW,2,,2
03361D,LAW-690,20231,Lecture,20,22,LAW,2,,
03358D,LAW-694,20231,Lecture,5,30,LAW,3,,
04024D,LAW-694,20231,Lecture,1,9,LAW,3,,
04124D,LAW-694,20231,Lecture,3,4,LAW,3,,
04224D,LAW-694,20231,Lecture,12,21,LAW,3,,
03374D,LAW-701,20231,Lecture,6,6,LAW,107,,2
03384D,LAW-705,20231,Lecture,45,58,LAW,130,,2
04011D,LAW-705,20231,Lecture,1,1,LAW,130,,2
04111D,LAW-705,20231,Lecture,1,1,LAW,130,,2
03389D,LAW-707,20231,Lecture,0,20,LAW,2,,3
04241D,LAW-707,20231,Lecture,1,1,LAW,2,,3
04437D,LAW-707,20231,Lecture,1,1,LAW,2,,3
04014D,LAW-708,20231,Lecture,18,18,LAW,114,,2
04015D,LAW-708,20231,Lecture,5,20,DMC,200,,2
04016D,LAW-708,20231,Lecture,9,20,THH,119,,2
04114D,LAW-708,20231,Lecture,1,2,LAW,114,,2
04115D,LAW-708,20231,Lecture,2,4,DMC,200,,2
04116D,LAW-708,20231,Lecture,5,5,THH,119,,2
04214D,LAW-708,20231,Lecture,1,1,LAW,114,,2
04216D,LAW-708,20231,Lecture,0,0,,,,2
04328D,LAW-708,20231,Lecture,1,1,LAW,114,,2
04329D,LAW-708,20231,Lecture,2,3,DMC,200,,2
04330D,LAW-708,20231,Lecture,2,3,THH,119,,2
03390D,LAW-709,20231,Lecture,22,26,LAW,118,,2
03391D,LAW-709,20231,Lecture,17,28,LAW,223,,2
03392D,LAW-710,20231,Lecture,20,20,OFFICE,,,2
04306D,LAW-710,20231,Lecture,13,13,LAW,2,,2
04313D,LAW-710,20231,Lecture,11,11,LAW,2,,2
03393R,LAW-711,20231,Lecture,0,0,TBA,,,3
03394D,LAW-712,20231,Lecture,15,25,LAW,130,,3
04072D,LAW-712,20231,Lecture,4,4,LAW,130,,3
04386D,LAW-712,20231,Lecture,8,10,LAW,130,,3
03401D,LAW-715,20231,Lecture,3,18,LAW,130,,3
04001D,LAW-715,20231,Lecture,2,2,LAW,130,,3
04315D,LAW-715,20231,Lecture,9,10,LAW,130,,3
03402D,LAW-716,20231,Lecture,14,15,LAW,114,,3
03407D,LAW-719,20231,Lecture,17,40,LAW,1,,3
04019D,LAW-719,20231,Lecture,9,30,LAW,1,,3
04119D,LAW-719,20231,Lecture,7,10,LAW,1,,3
04219D,LAW-719,20231,Lecture,1,5,LAW,1,,3
03405D,LAW-721,20231,Lecture,14,30,LAW,223,,
03410R,LAW-724,20231,Lecture,11,17,LAW,221,,2
03412D,LAW-725,20231,Lecture,8,14,LAW,213,,2
03421D,LAW-727,20231,Lecture,41,41,LAW,130,,2
04074D,LAW-727,20231,Lecture,6,9,LAW,130,,2
04174D,LAW-727,20231,Lecture,3,5,LAW,130,,2
04274D,LAW-727,20231,Lecture,2,3,LAW,130,,2
04388D,LAW-727,20231,Lecture,1,1,LAW,130,,2
03431D,LAW-733,20231,Lecture,19,30,LAW,103,,3
04005D,LAW-733,20231,Lecture,19,21,LAW,103,,3
04188D,LAW-733,20231,Lecture,1,1,LAW,103,,3
03372D,LAW-734,20231,Lecture,7,28,LAW,118,,3
