SCT_ID,CRS_ID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
35712R,SSCI-201,20231,Lecture,13,30,WPH,103,,
35635R,SSCI-214,20231,Lecture,96,100,SGM,101,,
35620R,SSCI-214,20231,Discussion,24,25,WPH,205,,
35621R,SSCI-214,20231,Discussion,25,25,DMC,155,,
35636R,SSCI-214,20231,Discussion,24,25,DMC,155,,
35651R,SSCI-214,20231,Discussion,23,25,THH,108,,
35771R,SSCI-220,20231,Lecture,8,16,DMC,104,,
35772R,SSCI-220,20231,Lab,8,10,DMC,153,,
35646R,SSCI-301,20231,Lecture,24,40,THH,118,,
35647R,SSCI-301,20231,Lab,9,20,WPH,201,,
35650R,SSCI-301,20231,Lab,15,20,THH,106,,
35806R,SSCI-314,20231,Lecture,7,20,AHF,145D,,
35736D,SSCI-350,20231,Lecture,9,15,AHF,145D,,
35654R,SSCI-382,20231,Lecture,15,30,DMC,201,,
35658R,SSCI-382,20231,Lab,5,15,SOS,B38,,
35659R,SSCI-382,20231,Lab,10,15,DMC,104,,
35672R,SSCI-383,20231,Lecture,26,30,DMC,205,,
35622R,SSCI-383,20231,Lab,15,15,DMC,110,,
35673R,SSCI-383,20231,Lab,11,15,SOS,B38,,
35626D,SSCI-397,20231,Lecture,2,10,OFFICE,,,
35667R,SSCI-412,20231,Lecture-Lab,10,22,DMC,110,,
35727D,SSCI-490,20231,Lecture,2,10,OFFICE,,,
35777D,SSCI-574,20231,Lecture,0,20,AHF,145A,,
35786D,SSCI-574,20231,Lecture,8,40,DENDornsife,,,
35781D,SSCI-575,20231,Lecture,5,20,AHF,145A,,
35785D,SSCI-575,20231,Lecture,3,40,DENDornsife,,,
35613D,SSCI-577,20231,Lecture,6,40,DENDornsife,,,
35623D,SSCI-577,20231,Lecture,2,20,AHF,145D,,
35624D,SSCI-579,20231,Lecture,0,20,AHF,145A,,
35625D,SSCI-579,20231,Lecture,8,40,DENDornsife,,,
35691D,SSCI-581,20231,Lecture,9,20,AHF,145A,,
35892D,SSCI-581,20231,Lecture,35,60,DENDornsife,,,
35807D,SSCI-582,20231,Lecture,22,40,DENDornsife,,,
35808D,SSCI-582,20231,Lecture,4,20,AHF,145A,,
35700D,SSCI-583,20231,Lecture,4,20,AHF,145D,,
35787D,SSCI-583,20231,Lecture,28,40,DENDornsife,,,
35711D,SSCI-586,20231,Lecture,13,20,AHF,145A,,
35713D,SSCI-586,20231,Lecture,18,40,DENDornsife,,,
35715D,SSCI-587,20231,Lecture,11,40,DENDornsife,,,
35716D,SSCI-587,20231,Lecture,0,20,AHF,145D,,
35718D,SSCI-588,20231,Lecture,0,20,AHF,145D,,
35719D,SSCI-588,20231,Lecture,8,40,DENDornsife,,,
35723D,SSCI-589,20231,Lecture,19,40,DENDornsife,,,
35724D,SSCI-589,20231,Lecture,0,20,AHF,145D,,
35893D,SSCI-590,20231,Lecture,0,10,OFFICE,,,1
35741D,SSCI-594A,20231,Lecture,0,10,AHF,145D,,
35742D,SSCI-594A,20231,Lecture,4,10,DENDornsife,,,
35749D,SSCI-594B,20231,Lecture,6,7,OFFICE,,,
35750D,SSCI-594B,20231,Lecture,1,2,OFFICE,,,
35753D,SSCI-594B,20231,Lecture,0,2,OFFICE,,,
35755D,SSCI-594B,20231,Lecture,0,2,OFFICE,,,
35756D,SSCI-594B,20231,Lecture,0,2,OFFICE,,,
35754D,SSCI-594Z,20231,Lecture,1,8,OFFICE,,,
35770D,SSCI-594Z,20231,Lecture,1,3,OFFICE,,,
35801D,SSCI-594Z,20231,Lecture,0,1,OFFICE,,,
35751D,SSCI-595,20231,Lecture,6,10,DENDornsife,,,
35757D,SSCI-595,20231,Lecture,0,10,AHF,145D,,
35803D,SSCI-596,20231,Lecture,3,5,OFFICE,,,1
35791D,SSCI-680,20231,Lecture,7,10,THH,221,,
35790D,SSCI-683,20231,Lecture,7,15,DMC,110,,
35797D,SSCI-684,20231,Lecture,3,12,SOS,B51,,
35774D,SSCI-790,20231,Lecture,0,5,OFFICE,,,1
35773D,SSCI-794A,20231,Lecture,1,6,OFFICE,,,
35776D,SSCI-794B,20231,Lecture,1,6,OFFICE,,,
35752D,SSCI-794C,20231,Lecture,6,6,OFFICE,,,
35804D,SSCI-794D,20231,Lecture,0,3,OFFICE,,,
35705D,SSCI-794Z,20231,Lecture,2,3,OFFICE,,,
00901D,USC-099,20231,Lecture,105,160,OFFICE,,,
00903D,USC-099,20231,Lecture,0,100,OFFICE,,,
00900R,USC-100,20231,Lecture,0,500,OFFCAMPUS,,,
00300R,USC-300,20231,Lecture,0,2,OFFCAMPUS,,,16
00301R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,16
00302R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,15
00303R,USC-300,20231,Lecture,8,8,OFFCAMPUS,,,16
00304R,USC-300,20231,Lecture,1,1,OFFCAMPUS,,,12
00400R,USC-300,20231,Lecture,1,1,OFFCAMPUS,,,16
00401R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,16
00402R,USC-300,20231,Lecture,6,6,OFFCAMPUS,,,16
00403R,USC-300,20231,Lecture,1,1,OFFCAMPUS,,,16
00404R,USC-300,20231,Lecture,1,1,OFFCAMPUS,,,16
00405R,USC-300,20231,Lecture,1,1,OFFCAMPUS,,,16
00406R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,16
00407R,USC-300,20231,Lecture,4,4,OFFCAMPUS,,,16
00408R,USC-300,20231,Lecture,1,2,OFFCAMPUS,,,16
00409R,USC-300,20231,Lecture,1,2,OFFCAMPUS,,,16
00410R,USC-300,20231,Lecture,5,5,OFFCAMPUS,,,16
00411R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,16
00412R,USC-300,20231,Lecture,1,2,OFFCAMPUS,,,15
00413R,USC-300,20231,Lecture,3,3,OFFCAMPUS,,,15
00414R,USC-300,20231,Lecture,4,4,OFFCAMPUS,,,15
00415R,USC-300,20231,Lecture,0,2,OFFCAMPUS,,,16
00416R,USC-300,20231,Lecture,6,7,OFFCAMPUS,,,16
00417R,USC-300,20231,Lecture,6,6,OFFCAMPUS,,,16
00418R,USC-300,20231,Lecture,5,5,OFFCAMPUS,,,16
00419R,USC-300,20231,Lecture,4,4,OFFCAMPUS,,,16
00420R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,16
00421R,USC-300,20231,Lecture,1,1,OFFCAMPUS,,,16
00422R,USC-300,20231,Lecture,32,32,OFFCAMPUS,,,16
00423R,USC-300,20231,Lecture,8,8,OFFCAMPUS,,,16
00424R,USC-300,20231,Lecture,1,1,OFFCAMPUS,,,16
00425R,USC-300,20231,Lecture,4,5,OFFCAMPUS,,,16
00426R,USC-300,20231,Lecture,9,10,OFFCAMPUS,,,16
00427R,USC-300,20231,Lecture,0,1,OFFCAMPUS,,,16
00428R,USC-300,20231,Lecture,17,17,OFFCAMPUS,,,15
00429R,USC-300,20231,Lecture,4,4,OFFCAMPUS,,,16
00430R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,16
00431R,USC-300,20231,Lecture,7,8,OFFCAMPUS,,,16
00432R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,16
00433R,USC-300,20231,Lecture,5,5,OFFCAMPUS,,,16
00434R,USC-300,20231,Lecture,13,15,OFFCAMPUS,,,16
00435R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,16
00436R,USC-300,20231,Lecture,6,7,OFFCAMPUS,,,16
00437R,USC-300,20231,Lecture,0,9,OFFCAMPUS,,,3
00438R,USC-300,20231,Lecture,6,9,OFFCAMPUS,,,6
00439R,USC-300,20231,Lecture,1,9,OFFCAMPUS,,,9
00440R,USC-300,20231,Lecture,2,7,OFFCAMPUS,,,4
00441R,USC-300,20231,Lecture,2,7,OFFCAMPUS,,,8
00442R,USC-300,20231,Lecture,1,7,OFFCAMPUS,,,4
00443R,USC-300,20231,Lecture,0,7,OFFCAMPUS,,,8
00444R,USC-300,20231,Lecture,1,1,OFFCAMPUS,,,15
00457R,USC-300,20231,Lecture,2,2,OFFCAMPUS,,,12
00458R,USC-300,20231,Lecture,4,4,OFFCAMPUS,,,15
08801D,USC-300O,20231,Lecture,0,15,OFFICE,,,
08802D,USC-300O,20231,Lecture,0,15,OFFICE,,,
08803D,USC-300O,20231,Lecture,0,15,OFFICE,,,
08804D,USC-300O,20231,Lecture,8,15,OFFICE,,,
08805D,USC-300O,20231,Lecture,1,15,OFFICE,,,
08806D,USC-300O,20231,Lecture,3,15,OFFICE,,,
08808D,USC-300O,20231,Lecture,8,15,OFFICE,,,
08810D,USC-300O,20231,Lecture,10,15,OFFICE,,,
08812D,USC-300O,20231,Lecture,0,15,OFFICE,,,
08814D,USC-300O,20231,Lecture,2,15,OFFICE,,,
08816D,USC-300O,20231,Lecture,8,15,OFFICE,,,
08817D,USC-300O,20231,Lecture,5,15,OFFICE,,,
08818D,USC-300O,20231,Lecture,4,15,OFFICE,,,
08822D,USC-300O,20231,Lecture,4,15,OFFICE,,,
08824D,USC-300O,20231,Lecture,2,15,OFFICE,,,
08826D,USC-300O,20231,Lecture,4,15,OFFICE,,,
08830D,USC-300O,20231,Lecture,6,15,OFFICE,,,
08832D,USC-300O,20231,Lecture,3,15,OFFICE,,,
08833D,USC-300O,20231,Lecture,2,15,OFFICE,,,
08834D,USC-300O,20231,Lecture,0,15,OFFICE,,,
08836D,USC-300O,20231,Lecture,7,15,OFFICE,,,
08837D,USC-300O,20231,Lecture,2,15,OFFICE,,,
08838D,USC-300O,20231,Lecture,5,15,OFFICE,,,
08840D,USC-300O,20231,Lecture,1,15,OFFICE,,,
08842D,USC-300O,20231,Lecture,7,15,OFFICE,,,
08848D,USC-300O,20231,Lecture,8,15,OFFICE,,,
08850D,USC-300O,20231,Lecture,2,15,OFFICE,,,
08854D,USC-300O,20231,Lecture,2,15,OFFICE,,,
08856D,USC-300O,20231,Lecture,7,15,OFFICE,,,
08860D,USC-300O,20231,Lecture,0,15,OFFICE,,,
08862D,USC-300O,20231,Lecture,3,15,OFFICE,,,
08864D,USC-300O,20231,Lecture,11,15,OFFICE,,,
08865D,USC-300O,20231,Lecture,0,15,OFFICE,,,
08866D,USC-300O,20231,Lecture,4,15,OFFICE,,,
05002R,USC-500O,20231,Lecture,1,1,OFFCAMPUS,,,0
05005R,USC-500O,20231,Lecture,66,90,OFFCAMPUS,,,0
08908R,USC-500O,20231,Lecture,0,3,OFFICE,,,14
08780D,USC-700O,20231,Lecture,1,1,OFFICE,,Topics in History: Jewish History,2
08781D,USC-700O,20231,Lecture,1,1,OFFICE,,Postcolonial Literatures,2
08782D,USC-700O,20231,Lecture,1,1,OFFICE,,Strategic Interaction,2
08783D,USC-700O,20231,Lecture,1,1,OFFICE,,Selected Topics in Chinese Art,2
08784D,USC-700O,20231,Lecture,1,1,OFFICE,,Japanese History: Seminar 1 (part 2),2
08785D,USC-700O,20231,Lecture,1,1,OFFICE,,Subfields in Gender Studies: Colonial Order of Things: Race and Sexuality in Work of Michel Foucault,2
64050D,WRIT-150,20231,Lecture,15,15,GFS,104,Identity and Diversity in American Contexts,
64100D,WRIT-150,20231,Lecture,14,15,SOS,B38,Community Engagement,
64105D,WRIT-150,20231,Lecture,15,15,GFS,114,Human Values and Belief Systems,
64110D,WRIT-150,20231,Lecture,15,15,GFS,113,Identity and Diversity in American Contexts,
64115D,WRIT-150,20231,Lecture,15,15,GFS,217,Issues in Contemporary Economics,
64120D,WRIT-150,20231,Lecture,15,15,GFS,205,Issues in Law and Social Justice,
64121D,WRIT-150,20231,Lecture,15,15,GFS,112,Education and Intellectual Development,
64130D,WRIT-150,20231,Lecture,15,15,GFS,109,Issues in Aesthetics,
64135D,WRIT-150,20231,Lecture,15,15,GFS,216,Health and Healing,
64140D,WRIT-150,20231,Lecture,15,15,GFS,210,Issues in Law and Social Justice,
64145D,WRIT-150,20231,Lecture,15,15,GFS,114,Issues in Sustainability,
64150D,WRIT-150,20231,Lecture,13,15,GFS,113,Issues in Aesthetics,
64155D,WRIT-150,20231,Lecture,15,15,GFS,202,Technology & Social Change,
64160D,WRIT-150,20231,Lecture,15,15,GFS,201,Human Values and Belief Systems,
64170D,WRIT-150,20231,Lecture,15,15,GFS,229,Health and Healing,
64175D,WRIT-150,20231,Lecture,14,15,GFS,218,Community Engagement,
64185D,WRIT-150,20231,Lecture,15,15,GFS,228,Globalization: Current Issues & Cross-Cultural Perspectives,
64190D,WRIT-150,20231,Lecture,14,15,GFS,216,Community Engagement,
64200D,WRIT-150,20231,Lecture,13,15,GFS,212,Issues in Law and Social Justice,
64205D,WRIT-150,20231,Lecture,15,15,GFS,210,Issues in Law and Social Justice,
64230D,WRIT-150,20231,Lecture,11,12,WPH,204,Issues in Sustainability,
64235D,WRIT-150,20231,Lecture,15,15,GFS,104,Identity and Diversity in American Contexts,
64245D,WRIT-150,20231,Lecture,15,15,GFS,218,Issues in Sustainability,
64250D,WRIT-150,20231,Lecture,14,15,GFS,210,Issues in Law and Social Justice,
64255D,WRIT-150,20231,Lecture,14,15,GFS,204,Issues in Aesthetics,
64260D,WRIT-150,20231,Lecture,15,15,GFS,114,Issues in Sustainability,
64265D,WRIT-150,20231,Lecture,15,15,GFS,113,Issues in Aesthetics,
64270D,WRIT-150,20231,Lecture,15,15,GFS,202,Technology & Social Change,
64275D,WRIT-150,20231,Lecture,15,15,GFS,229,Issues in Contemporary Economics,
64280D,WRIT-150,20231,Lecture,14,15,GFS,228,Issues in Aesthetics,
64290D,WRIT-150,20231,Lecture,13,15,GFS,218,Community Engagement,
64295D,WRIT-150,20231,Lecture,15,15,GFS,212,Globalization: Current Issues & Cross-Cultural Perspectives,
64305D,WRIT-150,20231,Lecture,15,15,GFS,210,Human Values and Belief Systems,
64310D,WRIT-150,20231,Lecture,15,15,GFS,204,Issues in Sustainability,
64315D,WRIT-150,20231,Lecture,14,15,GFS,216,Community Engagement,
64320D,WRIT-150,20231,Lecture,15,15,GFS,114,Technology & Social Change,
64325D,WRIT-150,20231,Lecture,15,15,GFS,113,Globalization: Current Issues & Cross-Cultural Perspectives,
64350D,WRIT-150,20231,Lecture,15,15,GFS,114,Issues in Work and Working Life,
64355D,WRIT-150,20231,Lecture,15,15,GFS,218,Issues in Aesthetics,
64360D,WRIT-150,20231,Lecture,15,15,GFS,216,Technology & Social Change,
64365D,WRIT-150,20231,Lecture,15,15,GFS,112,Identity and Diversity in American Contexts,
64405D,WRIT-150,20231,Lecture,15,15,GFS,105,Issues in Sustainability,
64410D,WRIT-150,20231,Lecture,15,15,GFS,113,Technology & Social Change,
64415D,WRIT-150,20231,Lecture,15,15,GFS,114,Education and Intellectual Development,
64420D,WRIT-150,20231,Lecture,15,15,GFS,217,Issues in Law and Social Justice,
64430D,WRIT-150,20231,Lecture,15,15,GFS,114,Technology & Social Change,
64435D,WRIT-150,20231,Lecture,14,15,GFS,202,Human Values and Belief Systems,
64440D,WRIT-150,20231,Lecture,15,15,GFS,218,Globalization: Current Issues & Cross-Cultural Perspectives,
64445D,WRIT-150,20231,Lecture,15,15,GFS,210,Issues in Law and Social Justice,
64450D,WRIT-150,20231,Lecture,15,15,GFS,217,Issues in Law and Social Justice,
64455D,WRIT-150,20231,Lecture,15,15,GFS,218,Issues in Sustainability,
64460D,WRIT-150,20231,Lecture,15,15,GFS,204,Issues in Aesthetics,
64470D,WRIT-150,20231,Lecture,15,15,GFS,114,Issues in Work and Working Life,
64475D,WRIT-150,20231,Lecture,14,15,GFS,220,Community Engagement,
64480D,WRIT-150,20231,Lecture,15,15,GFS,113,Health and Healing,
64485D,WRIT-150,20231,Lecture,15,15,GFS,202,Health and Healing,
64490D,WRIT-150,20231,Lecture,15,15,GFS,228,Globalization: Current Issues & Cross-Cultural Perspectives,
64495D,WRIT-150,20231,Lecture,15,15,GFS,218,Globalization: Current Issues & Cross-Cultural Perspectives,
64505D,WRIT-150,20231,Lecture,15,15,GFS,212,Human Values and Belief Systems,
64520D,WRIT-150,20231,Lecture,15,15,GFS,210,Issues in Law and Social Justice,
64525D,WRIT-150,20231,Lecture,15,15,GFS,204,Health and Healing,
64550D,WRIT-150,20231,Lecture,15,15,GFS,220,Identity and Diversity in American Contexts,
64555D,WRIT-150,20231,Lecture,14,15,GFS,113,Technology & Social Change,
64560D,WRIT-150,20231,Lecture,15,15,GFS,217,Issues in Law and Social Justice,
64565D,WRIT-150,20231,Lecture,14,15,GFS,212,Issues in Sustainability,
64575D,WRIT-150,20231,Lecture,14,15,GFS,204,Issues in Aesthetics,
64580D,WRIT-150,20231,Lecture,15,15,GFS,229,Globalization: Current Issues & Cross-Cultural Perspectives,
64585D,WRIT-150,20231,Lecture,15,15,GFS,213,Health and Healing,
64590D,WRIT-150,20231,Lecture,15,15,GFS,221,Globalization: Current Issues & Cross-Cultural Perspectives,
64600D,WRIT-150,20231,Lecture,15,15,GFS,107,Education and Intellectual Development,
64605D,WRIT-150,20231,Lecture,15,15,GFS,223,Globalization: Current Issues & Cross-Cultural Perspectives,
64610D,WRIT-150,20231,Lecture,15,15,GFS,202,Issues in Contemporary Economics,
64615D,WRIT-150,20231,Lecture,15,15,GFS,222,Issues in Aesthetics,
64625D,WRIT-150,20231,Lecture,15,15,GFS,210,Education and Intellectual Development,
64630D,WRIT-150,20231,Lecture,15,15,GFS,212,Human Values and Belief Systems,
64635D,WRIT-150,20231,Lecture,15,15,GFS,113,Health and Healing,
64640D,WRIT-150,20231,Lecture,14,15,GFS,112,Issues in Sustainability,
64645D,WRIT-150,20231,Lecture,15,15,GFS,202,Health and Healing,
64650D,WRIT-150,20231,Lecture,15,15,GFS,218,Globalization: Current Issues & Cross-Cultural Perspectives,
64655D,WRIT-150,20231,Lecture,15,15,GFS,114,Issues in Aesthetics,
64660D,WRIT-150,20231,Lecture,15,15,GFS,210,Globalization: Current Issues & Cross-Cultural Perspectives,
64675D,WRIT-150,20231,Lecture,14,15,GFS,204,Human Values and Belief Systems,
64685D,WRIT-150,20231,Lecture,15,15,GFS,217,Identity and Diversity in American Contexts,
64715D,WRIT-150,20231,Lecture,14,15,GFS,112,Issues in Sustainability,
64720D,WRIT-150,20231,Lecture,15,15,GFS,204,Health and Healing,
64725D,WRIT-150,20231,Lecture,15,15,GFS,228,Education and Intellectual Development,
64730D,WRIT-150,20231,Lecture,14,15,GFS,221,Community Engagement,
64735D,WRIT-150,20231,Lecture,14,15,GFS,210,Human Values and Belief Systems,
64740D,WRIT-150,20231,Lecture,15,15,GFS,113,Identity and Diversity in American Contexts,
64745D,WRIT-150,20231,Lecture,15,15,GFS,212,Identity and Diversity in American Contexts,
64750D,WRIT-150,20231,Lecture,15,15,GFS,114,Issues in Aesthetics,
64755D,WRIT-150,20231,Lecture,15,15,GFS,202,Issues in Contemporary Economics,
64770D,WRIT-150,20231,Lecture,14,15,SOS,B38,Education and Intellectual Development,
64775D,WRIT-150,20231,Lecture,15,15,GFS,113,Globalization: Current Issues & Cross-Cultural Perspectives,
64780D,WRIT-150,20231,Lecture,14,15,GFS,114,Technology & Social Change,
64785D,WRIT-150,20231,Lecture,14,15,GFS,216,Health and Healing,
64790D,WRIT-150,20231,Lecture,15,15,GFS,218,Issues in Aesthetics,
64795D,WRIT-150,20231,Lecture,14,15,GFS,202,Issues in Contemporary Economics,
64800D,WRIT-150,20231,Lecture,15,15,GFS,218,Issues in Aesthetics,
64805D,WRIT-150,20231,Lecture,15,15,GFS,204,Human Values and Belief Systems,
64810D,WRIT-150,20231,Lecture,13,15,GFS,114,Technology & Social Change,
64815D,WRIT-150,20231,Lecture,15,15,DMC,203,Issues in Sustainability,
64820D,WRIT-150,20231,Lecture,15,15,GFS,221,Technology & Social Change,
64830D,WRIT-150,20231,Lecture,14,15,GFS,210,Human Values and Belief Systems,
64835D,WRIT-150,20231,Lecture,15,15,GFS,216,Health and Healing,
64840D,WRIT-150,20231,Lecture,15,15,GFS,204,Health and Healing,
64850D,WRIT-150,20231,Lecture,15,15,GFS,114,Technology & Social Change,
64855D,WRIT-150,20231,Lecture,15,15,GFS,113,Identity and Diversity in American Contexts,
64860D,WRIT-150,20231,Lecture,12,15,GFS,202,Issues in Contemporary Economics,
64865D,WRIT-150,20231,Lecture,15,15,GFS,221,Human Values and Belief Systems,
64870D,WRIT-150,20231,Lecture,15,15,GFS,228,Education and Intellectual Development,
64875D,WRIT-150,20231,Lecture,15,15,GFS,229,Issues in Sustainability,
64880D,WRIT-150,20231,Lecture,15,15,GFS,212,Identity and Diversity in American Contexts,
64900D,WRIT-150,20231,Lecture,15,15,GFS,229,Globalization: Current Issues & Cross-Cultural Perspectives,
64905D,WRIT-150,20231,Lecture,15,15,GFS,113,Issues in Law and Social Justice,
64910D,WRIT-150,20231,Lecture,15,15,GFS,212,Globalization: Current Issues & Cross-Cultural Perspectives,
64915D,WRIT-150,20231,Lecture,15,15,GFS,210,Education and Intellectual Development,
64920D,WRIT-150,20231,Lecture,14,15,GFS,202,Issues in Contemporary Economics,
64930D,WRIT-150,20231,Lecture,15,15,GFS,201,Education and Intellectual Development,
64950D,WRIT-150,20231,Lecture,12,15,GFS,201,Education and Intellectual Development,
64980D,WRIT-150,20231,Lecture,15,15,GFS,204,Health and Healing,
64981D,WRIT-150,20231,Lecture,15,15,GFS,114,Technology & Social Change,
64984D,WRIT-150,20231,Lecture,15,15,GFS,201,Human Values and Belief Systems,
64986D,WRIT-150,20231,Lecture,15,15,GFS,205,Globalization: Current Issues & Cross-Cultural Perspectives,
64987D,WRIT-150,20231,Lecture,13,15,GFS,217,Identity and Diversity in American Contexts,
64988D,WRIT-150,20231,Lecture,14,15,GFS,111,Human Values and Belief Systems,
64990D,WRIT-150,20231,Lecture,15,15,GFS,218,Issues in Contemporary Economics,
64991D,WRIT-150,20231,Lecture,15,15,GFS,113,Issues in Law and Social Justice,
64992D,WRIT-150,20231,Lecture,15,15,GFS,114,Technology & Social Change,
64994D,WRIT-150,20231,Lecture,15,15,GFS,217,Identity and Diversity in American Contexts,
64996D,WRIT-150,20231,Lecture,15,15,GFS,205,Education and Intellectual Development,
64998D,WRIT-150,20231,Lecture,15,15,GFS,111,Human Values and Belief Systems,
64999D,WRIT-150,20231,Lecture,13,15,GFS,201,Issues in Contemporary Economics,
64995D,WRIT-320,20231,Lecture,10,12,WPH,107,,
64997D,WRIT-320,20231,Lecture,12,21,OFFCAMPUS,,,
65000D,WRIT-340,20231,Lecture,19,19,GFS,109,Advanced Writing for Arts and Humanities,4
65005D,WRIT-340,20231,Lecture,18,19,GFS,108,Advanced Writing: IR and Global Economics,4
65010D,WRIT-340,20231,Lecture,19,19,GFS,105,Advanced Writing for Visual and Performing Arts,4
65015D,WRIT-340,20231,Lecture,19,19,GFS,104,Advanced Writing for Social Sciences,4
65020D,WRIT-340,20231,Lecture,18,19,GFS,202,Advanced Writing for Arts and Humanities,4
65025D,WRIT-340,20231,Lecture,18,19,GFS,201,Advanced Writing for Natural Sciences,4
65042D,WRIT-340,20231,Lecture,19,19,GFS,111,Advanced Writing: Food Studies,4
65045D,WRIT-340,20231,Lecture,18,19,GFS,112,Advanced Writing for Social Sciences,4
65050D,WRIT-340,20231,Lecture,16,19,GFS,111,Advanced Writing for Arts and Humanities,4
65060D,WRIT-340,20231,Lecture,19,19,GFS,204,Advanced Writing for Natural Sciences,4
65065D,WRIT-340,20231,Lecture,19,19,GFS,223,Advanced Writing: Writing in the Community,4
65070D,WRIT-340,20231,Lecture,19,19,GFS,112,Advanced Writing for Social Sciences,4
