SCT_ID,CRS_UID,SEM_ID,SCT_TYPE,SCT_REG,SCT_SEATS,SCT_BUILD,SCT_ROOM,SCT_TITLE,SCT_UNITS
36348D,0,20231,Lecture,11,25,ONLINE,,,
36359D,0,20231,Lecture,4,10,OFFICE,,,
36378D,0,20231,Lecture,9,25,ONLINE,,,
36327R,0,20231,Lecture,24,50,ONLINE,,,
36329R,0,20231,Lecture,10,25,GER,124,,
36360D,0,20231,Lecture,3,20,OFFICE,,,1
36361D,0,20231,Lecture,15,30,GER,115,,2
36364D,0,20231,Lecture,9,25,ONLINE,,,2
36345D,0,20231,Lecture,6,50,ONLINE,,,1
36346D,0,20231,Lecture,14,25,ONLINE,,,1
36365D,0,20231,Lecture,19,50,GER,125,,1
36366D,0,20231,Lecture,32,40,GER,115,,2
36332D,0,20231,Lecture,1,10,GER,125,,
36333D,0,20231,Lecture,4,10,ONLINE,,,
36370D,0,20231,Lecture,11,15,GER,125,,
36392D,0,20231,Lecture,8,20,GER,224,,
36393D,0,20231,Lecture,1,25,ONLINE,,,
36394R,0,20231,Lecture,28,30,GER,124,,
36398R,0,20231,Lecture,28,50,ONLINE,,,
36371D,0,20231,Lecture,5,15,GER,125,,
36374D,0,20231,Lecture,2,15,ONLINE,,,
36382D,0,20231,Discussion,5,15,GER,125,,
36383D,0,20231,Discussion,2,15,ONLINE,,,
36312D,0,20231,Lecture,0,2,GER,125,,
36384D,0,20231,Lecture,0,15,ONLINE,,,
36391D,0,20231,Lecture,1,15,ONLINE,,,
36397D,0,20231,Lecture,5,15,GER,125,,
36313D,0,20231,Lecture-Lab,1,15,ONLINE,,,
36376D,0,20231,Lecture-Lab,7,15,OFFICE,,,
36326D,0,20231,Lecture,0,20,ONLINE,,,
36381D,0,20231,Lecture,4,4,ONLINE,,,
36379D,0,20231,Lecture,5,25,ONLINE,,,
36385D,0,20231,Lecture,3,20,OFFICE,,,
36319D,0,20231,Lecture,1,25,ONLINE,,,
36386D,0,20231,Lecture,5,15,OFFICE,,,
36321D,0,20231,Lecture,6,25,ONLINE,,,
36387D,0,20231,Lecture,1,10,OFFICE,,,
36356D,0,20231,Lecture,2,25,ONLINE,,,
36388D,0,20231,Lecture,6,10,OFFICE,,,
36368D,0,20231,Lecture,3,25,ONLINE,,,
36389D,0,20231,Lecture,4,10,OFFICE,,,
36372D,0,20231,Lecture,9,25,ONLINE,,,
36390D,0,20231,Lecture,4,20,OFFICE,,,
36601R,0,20231,Lecture,72,350,OFFICE,,,
36602R,0,20231,Lecture,55,350,OFFICE,,,
36604D,0,20231,Lecture,7,100,OFFICE,,,
36655D,0,20231,Lecture,19,100,OFFICE,,,
36600D,0,20231,Lecture,8,15,OFFICE,,,
36603R,0,20231,Lecture,0,50,OFFICE,,,
02680R,0,20231,Lecture,121,156,SGM,101,,
02663R,0,20231,Discussion,11,25,DMC,211,,
02681R,0,20231,Discussion,23,26,DMC,201,,
02683R,0,20231,Discussion,29,32,DMC,158,,
02686R,0,20231,Discussion,10,23,KAP,140,,
02687R,0,20231,Discussion,24,25,THH,213,,
02688R,0,20231,Discussion,24,25,DMC,158,,
02605R,0,20231,Lecture,9,28,LAW,12,,
02614R,0,20231,Lecture,42,60,LAW,103,,
02637R,0,20231,Lecture,13,40,VPD,106,,
02613R,0,20231,Lecture,115,160,LAW,3,,
02638R,0,20231,Lecture,17,30,WPH,203,,
02653R,0,20231,Lecture,13,40,VPD,106,,
02640R,0,20231,Lecture,89,160,LAW,3,,
02625R,0,20231,Lecture,35,70,ZHS,252,,
02629R,0,20231,Lecture,6,40,LAW,130,,
02607R,0,20231,Lecture,101,120,THH,102,,
02624R,0,20231,Lecture,22,60,LAW,130,,
02632R,0,20231,Lecture,38,40,LAW,2,,
02620R,0,20231,Lecture,33,70,LAW,103,,
02636R,0,20231,Lecture,16,20,LAW,106,,
02634D,0,20231,Lecture,0,12,OFFICE,,,1
02655D,0,20231,Lecture,10,12,LAW,107,,
02652D,0,20231,Lecture,4,5,OFFICE,,,
08953D,0,20231,Lecture,0,1,OFFCAMPUS,,Bond,12
04017D,0,20231,Lecture,48,90,LAW,7,,2
04018D,0,20231,Lecture,7,44,LVL,17,,2
04117D,0,20231,Lecture,10,11,LAW,7,,2
04118D,0,20231,Lecture,1,10,LVL,17,,2
04217D,0,20231,Lecture,4,10,LAW,7,,2
04331D,0,20231,Lecture,2,10,LAW,7,,2
03030D,0,20231,Lecture,74,75,LAW,1,,
03034D,0,20231,Lecture,74,75,LAW,1,,
03039D,0,20231,Lecture,73,73,LAW,101,,
03040D,0,20231,Lecture,98,120,LAW,3,,3
03044D,0,20231,Lecture,90,94,LAW,7,,3
04054D,0,20231,Lecture,42,89,LAW,7,,2
04153D,0,20231,Lecture,11,12,LAW,7,,2
04253D,0,20231,Lecture,4,10,LAW,7,,2
04367D,0,20231,Lecture,7,10,LAW,7,,2
04442D,0,20231,Lecture,1,1,LAW,7,,2
03050D,0,20231,Lecture,75,75,LAW,1,,4
03054D,0,20231,Lecture,74,75,LAW,7,,4
03059D,0,20231,Lecture,73,73,LAW,101,,4
03060D,0,20231,Lecture,78,80,LAW,1,,3
03064D,0,20231,Lecture,78,80,LAW,7,,3
03069D,0,20231,Lecture,73,75,LAW,101,,3
04052D,0,20231,Lecture,38,45,LAW,101,,1
04055R,0,20231,Lecture,35,44,LAW,101,,1
04154D,0,20231,Lecture,10,10,LAW,101,,1
04155D,0,20231,Lecture,5,9,LAW,101,,1
04254D,0,20231,Lecture,0,10,LAW,101,,1
04255D,0,20231,Lecture,3,10,LAW,101,,1
04368D,0,20231,Lecture,4,10,LAW,101,,1
04369D,0,20231,Lecture,3,10,LAW,101,,1
04056D,0,20231,Lecture,13,13,LAW,223,,2
04057D,0,20231,Lecture,14,14,LAW,106,,2
04058D,0,20231,Lecture,13,13,MHP,B7B,,2
04059D,0,20231,Lecture,10,10,LAW,3,,2
04060D,0,20231,Lecture,16,16,LAW,3,,2
04061D,0,20231,Lecture,14,14,LAW,223,,2
04156D,0,20231,Lecture,3,3,LAW,223,,2
04158D,0,20231,Lecture,2,2,MHP,B7B,,2
04159D,0,20231,Lecture,5,5,LAW,3,,2
04160D,0,20231,Lecture,2,2,LAW,3,,2
04161D,0,20231,Lecture,3,3,LAW,223,,2
04256D,0,20231,Lecture,1,1,LAW,223,,2
04257D,0,20231,Lecture,3,3,LAW,106,,2
04258D,0,20231,Lecture,1,1,MHP,B7B,,2
04259D,0,20231,Lecture,1,1,LAW,3,,2
04371D,0,20231,Lecture,1,1,LAW,106,,2
04372D,0,20231,Lecture,2,2,MHP,B7B,,2
04373D,0,20231,Lecture,1,1,LAW,3,,2
03151D,0,20231,Lecture,16,16,LAW,1,,
03152D,0,20231,Lecture,15,15,LAW,2,,
03153D,0,20231,Lecture,16,16,LAW,101,,
03154D,0,20231,Lecture,13,13,LAW,118,,
03155D,0,20231,Lecture,14,15,LAW,213,,
03156D,0,20231,Lecture,15,15,LAW,2,,
03157D,0,20231,Lecture,15,15,LAW,12,,
03158D,0,20231,Lecture,14,14,LAW,107,,
03159D,0,20231,Lecture,15,16,LAW,114,,
03160D,0,20231,Lecture,15,15,LAW,118,,
03161D,0,20231,Lecture,14,14,LAW,12,,
03162D,0,20231,Lecture,15,15,LAW,118,,
03163D,0,20231,Lecture,15,15,LAW,213,,
03164D,0,20231,Lecture,14,14,LAW,221,,
03165D,0,20231,Lecture,15,15,LAW,223,,
04048D,0,20231,Lecture,42,60,LAW,1,,
04151D,0,20231,Lecture,13,13,LAW,1,,
04251D,0,20231,Lecture,8,11,LAW,1,,
04300D,0,20231,Lecture,2,2,LAW,213,,
04307D,0,20231,Lecture,15,16,LAW,213,,
04365D,0,20231,Lecture,6,11,LAW,1,,
04408D,0,20231,Lecture,1,2,LAW,1,,
04418D,0,20231,Lecture,1,1,LAW,1,,
04082D,0,20231,Lecture,87,100,THH,102,,3
04182D,0,20231,Lecture,7,10,THH,102,,3
04282D,0,20231,Lecture,1,10,THH,102,,3
04301D,0,20231,Lecture,8,8,LAW,12,,3
04308D,0,20231,Lecture,6,6,LAW,12,,3
04396D,0,20231,Lecture,3,10,THH,102,,3
04439D,0,20231,Lecture,2,2,LAW,101,,3
04302D,0,20231,Lecture,12,12,LAW,130,,
04309D,0,20231,Lecture,13,14,LAW,130,,
03170D,0,20231,Lecture,41,55,LAW,101,,
03172D,0,20231,Lecture,66,60,LAW,103,,
03173D,0,20231,Lecture,60,60,LAW,101,,
03174D,0,20231,Lecture,10,10,ONLINE,,,
03175D,0,20231,Lecture,10,11,ONLINE,,,
03176D,0,20231,Lecture,8,8,ONLINE,,,
03190D,0,20231,Lecture,12,14,OFFICE,,,
04303D,0,20231,Lecture,7,7,LAW,103,,3
04310D,0,20231,Lecture,11,11,LAW,103,,3
04087D,0,20231,Lecture,13,16,LAW,118,,
04086D,0,20231,Lecture,13,16,LAW,106,,
04085D,0,20231,Lecture,13,16,LAW,12,,
04076D,0,20231,Lecture,1,4,LAW,12,,3
04390D,0,20231,Lecture,9,20,LAW,12,,3
03180D,0,20231,Lecture,10,20,LAW,3,,
04042D,0,20231,Lecture,22,30,LAW,3,,
04093D,0,20231,Lecture,2,5,LAW,3,,
04142D,0,20231,Lecture,40,45,LAW,3,,
04242D,0,20231,Lecture,2,5,LAW,3,,
04413D,0,20231,Lecture,1,1,LAW,3,,
03150D,0,20231,Lecture,1,1,OFFICE,,,1
04191D,0,20231,Lecture,0,2,OFFICE,,,1
04299D,0,20231,Lecture,1,1,OFFICE,,,1
03221D,0,20231,Lecture,63,100,LAW,3,,4
04080D,0,20231,Lecture,2,60,LAW,3,,4
04180D,0,20231,Lecture,3,5,LAW,3,,4
04280D,0,20231,Lecture,1,5,LAW,3,,4
03222D,0,20231,Lecture,11,12,LAW,101,,3
03223D,0,20231,Lecture,94,95,LAW,1,,3
04022D,0,20231,Lecture,27,75,LAW,1,,3
04122D,0,20231,Lecture,1,10,LAW,1,,3
04222D,0,20231,Lecture,3,5,LAW,1,,3
04336D,0,20231,Lecture,3,5,LAW,1,,3
03224D,0,20231,Lecture,16,100,LAW,7,,4
03225D,0,20231,Lecture,2,30,LAW,107,,4
04007R,0,20231,Lecture,33,75,LAW,7,,4
04008D,0,20231,Lecture,2,15,LAW,107,,4
04009D,0,20231,Lecture,32,32,LAW,7,,4
04107D,0,20231,Lecture,5,10,LAW,7,,4
04108D,0,20231,Lecture,1,5,LAW,107,,4
04109D,0,20231,Lecture,9,9,LAW,7,,4
04208D,0,20231,Lecture,1,4,LAW,107,,4
04209D,0,20231,Lecture,1,1,LAW,7,,4
04321D,0,20231,Lecture,5,5,LAW,7,,4
04323D,0,20231,Lecture,7,8,LAW,7,,4
03237D,0,20231,Lecture,56,80,LAW,3,,3
04039D,0,20231,Lecture,36,37,LAW,130,,3
04040D,0,20231,Lecture,11,40,LAW,3,,3
04139D,0,20231,Lecture,5,8,LAW,130,,3
04140D,0,20231,Lecture,2,15,LAW,3,,3
04239D,0,20231,Lecture,0,9,LAW,130,,3
04353R,0,20231,Lecture,3,8,LAW,130,,3
03240D,0,20231,Lecture,31,80,LAW,3,,4
04034D,0,20231,Lecture,42,100,LAW,101,,3
04035D,0,20231,Lecture,10,50,LAW,3,,4
04134D,0,20231,Lecture,8,10,LAW,101,,3
04135D,0,20231,Lecture,2,9,LAW,3,,4
04234D,0,20231,Lecture,2,10,LAW,101,,3
04348D,0,20231,Lecture,2,10,LAW,101,,3
03248R,0,20231,Lecture,12,38,LAW,2,,3
04010D,0,20231,Lecture,7,17,LAW,2,,3
04110D,0,20231,Lecture,1,2,LAW,2,,3
04324D,0,20231,Lecture,2,2,LAW,2,,3
03261D,0,20231,Lecture,10,15,LAW,114,,2
03267D,0,20231,Lecture,6,9,LAW,12,,1
04049D,0,20231,Lecture,11,11,LAW,12,,1
04148D,0,20231,Lecture,3,3,LAW,12,,1
04248D,0,20231,Lecture,2,3,LAW,12,,1
04406D,0,20231,Lecture,2,2,LAW,12,,1
03268D,0,20231,Lecture,12,16,LAW,106,,1
03272D,0,20231,Lecture,11,16,,,,4
04006D,0,20231,Lecture,47,47,LAW,130,,2
04106D,0,20231,Lecture,6,8,LAW,130,,2
04206D,0,20231,Lecture,1,2,LAW,130,,2
04320D,0,20231,Lecture,1,5,LAW,130,,2
04304D,0,20231,Lecture,10,10,LAW,118,,2
04311D,0,20231,Lecture,6,6,LAW,118,,2
03281D,0,20231,Lecture,18,38,LAW,2,,3
04053D,0,20231,Lecture,2,2,LAW,2,,3
04366D,0,20231,Lecture,1,1,LAW,2,,3
03282D,0,20231,Lecture,9,20,LAW,3,,2
04050D,0,20231,Lecture,14,70,LAW,3,,2
04149D,0,20231,Lecture,20,51,LAW,3,,2
04249D,0,20231,Lecture,2,9,LAW,3,,2
04363D,0,20231,Lecture,1,18,LAW,3,,2
04407D,0,20231,Lecture,2,3,LAW,3,,3
04417D,0,20231,Lecture,1,1,LAW,3,,3
03283D,0,20231,Lecture,27,30,LAW,107,,
04078D,0,20231,Lecture,62,80,LAW,7,,3
04178D,0,20231,Lecture,10,50,LAW,7,,3
04278D,0,20231,Lecture,4,15,LAW,7,,3
04392D,0,20231,Lecture,4,15,LAW,7,,3
03297D,0,20231,Lecture,11,30,LAW,107,,3
03299D,0,20231,Lecture,31,32,OFFICE,,,1
03306D,0,20231,Lecture,9,10,OFFICE,,Spotlight,1
04032D,0,20231,Lecture,58,60,LAW,3,,2
04132D,0,20231,Lecture,9,50,LAW,3,,2
04232D,0,20231,Lecture,4,20,LAW,3,,2
04346D,0,20231,Lecture,2,30,LAW,3,,2
04428D,0,20231,Lecture,1,1,LAW,3,,2
03308D,0,20231,Lecture,1,1,LAW,107,,
03309D,0,20231,Lecture,10,11,LAW,107,,
03315D,0,20231,Lecture,9,20,LAW,12,,
04012D,0,20231,Lecture,3,3,THH,213,,
04013D,0,20231,Lecture,1,2,LAW,12,,
04212D,0,20231,Lecture,3,24,THH,213,,
04213D,0,20231,Lecture,13,13,LAW,12,,
04326D,0,20231,Lecture,0,0,,,,
03316D,0,20231,Lecture,27,30,LAW,7,,1
04069D,0,20231,Lecture,23,50,LAW,7,,1
04084D,0,20231,Lecture,19,55,LAW,103,Business and Legal Issues,2
04184D,0,20231,Lecture,1,5,LAW,103,Business and Legal Issues,2
04284D,0,20231,Lecture,5,5,LAW,103,Business and Legal Issues,2
03317D,0,20231,Lecture,15,18,LAW,114,,3
04133D,0,20231,Lecture,1,1,LAW,114,,3
03319D,0,20231,Lecture,0,0,,,,
03322D,0,20231,Lecture,91,91,LAW,1,,3
04066D,0,20231,Lecture,68,110,MRF,340,,3
04067D,0,20231,Lecture,1,1,LAW,1,,3
04166D,0,20231,Lecture,25,26,MRF,340,,3
04167D,0,20231,Lecture,2,2,LAW,1,,3
04266D,0,20231,Lecture,0,0,,,,3
04380D,0,20231,Lecture,2,10,MRF,340,,3
03220D,0,20231,Lecture,4,4,LAW,130,,
03339D,0,20231,Lecture,38,38,LAW,130,,
03341D,0,20231,Lecture,11,11,LAW,130,,3
03340D,0,20231,Lecture,4,4,OFFICE,,,1
03342D,0,20231,Lecture,4,4,OFFICE,,,2
03355D,0,20231,Lecture,40,50,LAW,103,,
04089D,0,20231,Lecture,10,10,LAW,103,,
04090D,0,20231,Lecture,3,3,LAW,103,,
04286D,0,20231,Lecture,7,7,LAW,103,,
03356D,0,20231,Lecture,24,25,OFFICE,,,1
03920D,0,20231,Lecture,1,1,OFFICE,,,1
03921D,0,20231,Lecture,2,2,OFFICE,,,1
03922D,0,20231,Lecture,1,1,OFFICE,,,1
03923D,0,20231,Lecture,1,1,OFFICE,,,1
03924D,0,20231,Lecture,1,1,OFFICE,,,1
03925D,0,20231,Lecture,2,1,OFFICE,,,1
03926D,0,20231,Lecture,2,2,OFFICE,,,1
03927D,0,20231,Lecture,1,1,OFFICE,,,1
03928D,0,20231,Lecture,1,1,OFFICE,,,1
03929D,0,20231,Lecture,1,1,OFFICE,,,1
03366D,0,20231,Lecture,3,10,LAW,103,,3
04065D,0,20231,Lecture,2,2,LAW,103,,3
04379D,0,20231,Lecture,7,10,LAW,103,,3
03359D,0,20231,Lecture,3,10,OFFICE,,,1
03360D,0,20231,Lecture,5,10,OFFICE,,,2
03362D,0,20231,Lecture,5,10,OFFICE,,,3
03364D,0,20231,Lecture,22,20,LAW,101 & ONLINE,,1
03365D,0,20231,Lecture,14,20,LAW,101 & ONLINE,,2
03350D,0,20231,Lecture,4,4,,,,
03354D,0,20231,Lecture,30,31,LAW,2,,2
04287D,0,20231,Lecture,2,5,LAW,2,,2
04289D,0,20231,Lecture,1,2,LAW,2,,2
03361D,0,20231,Lecture,20,22,LAW,2,,
03358D,0,20231,Lecture,5,30,LAW,3,,
04024D,0,20231,Lecture,1,9,LAW,3,,
04124D,0,20231,Lecture,3,4,LAW,3,,
04224D,0,20231,Lecture,12,21,LAW,3,,
03374D,0,20231,Lecture,6,6,LAW,107,,2
03384D,0,20231,Lecture,45,58,LAW,130,,2
04011D,0,20231,Lecture,1,1,LAW,130,,2
04111D,0,20231,Lecture,1,1,LAW,130,,2
03389D,0,20231,Lecture,0,20,LAW,2,,3
04241D,0,20231,Lecture,1,1,LAW,2,,3
04437D,0,20231,Lecture,1,1,LAW,2,,3
04014D,0,20231,Lecture,18,18,LAW,114,,2
04015D,0,20231,Lecture,5,20,DMC,200,,2
04016D,0,20231,Lecture,9,20,THH,119,,2
04114D,0,20231,Lecture,1,2,LAW,114,,2
04115D,0,20231,Lecture,2,4,DMC,200,,2
04116D,0,20231,Lecture,5,5,THH,119,,2
04214D,0,20231,Lecture,1,1,LAW,114,,2
04216D,0,20231,Lecture,0,0,,,,2
04328D,0,20231,Lecture,1,1,LAW,114,,2
04329D,0,20231,Lecture,2,3,DMC,200,,2
04330D,0,20231,Lecture,2,3,THH,119,,2
03390D,0,20231,Lecture,22,26,LAW,118,,2
03391D,0,20231,Lecture,17,28,LAW,223,,2
03392D,0,20231,Lecture,20,20,OFFICE,,,2
04306D,0,20231,Lecture,13,13,LAW,2,,2
04313D,0,20231,Lecture,11,11,LAW,2,,2
03393R,0,20231,Lecture,0,0,TBA,,,3
03394D,0,20231,Lecture,15,25,LAW,130,,3
04072D,0,20231,Lecture,4,4,LAW,130,,3
04386D,0,20231,Lecture,8,10,LAW,130,,3
03401D,0,20231,Lecture,3,18,LAW,130,,3
04001D,0,20231,Lecture,2,2,LAW,130,,3
04315D,0,20231,Lecture,9,10,LAW,130,,3
03402D,0,20231,Lecture,14,15,LAW,114,,3
03407D,0,20231,Lecture,17,40,LAW,1,,3
04019D,0,20231,Lecture,9,30,LAW,1,,3
04119D,0,20231,Lecture,7,10,LAW,1,,3
04219D,0,20231,Lecture,1,5,LAW,1,,3
03405D,0,20231,Lecture,14,30,LAW,223,,
03410R,0,20231,Lecture,11,17,LAW,221,,2
03412D,0,20231,Lecture,8,14,LAW,213,,2
03421D,0,20231,Lecture,41,41,LAW,130,,2
04074D,0,20231,Lecture,6,9,LAW,130,,2
04174D,0,20231,Lecture,3,5,LAW,130,,2
04274D,0,20231,Lecture,2,3,LAW,130,,2
04388D,0,20231,Lecture,1,1,LAW,130,,2
03431D,0,20231,Lecture,19,30,LAW,103,,3
04005D,0,20231,Lecture,19,21,LAW,103,,3
04188D,0,20231,Lecture,1,1,LAW,103,,3
03372D,0,20231,Lecture,7,28,LAW,118,,3
04376D,0,20231,Lecture,0,1,LAW,118,,3
03434D,0,20231,Lecture,8,8,,,,4
03447D,0,20231,Lecture,6,22,LAW,114,,
04063D,0,20231,Lecture,2,2,LAW,114,,
04263D,0,20231,Lecture,1,1,LAW,114,,
03444D,0,20231,Lecture,5,16,LAW,221,,3
03448D,0,20231,Lecture,30,50,LAW,101,,3
04079D,0,20231,Lecture,18,20,LAW,101,,3
04179D,0,20231,Lecture,11,11,LAW,101,,3
04279D,0,20231,Lecture,0,4,LAW,101,,3
03450D,0,20231,Lecture,13,30,LAW,2,,
03454D,0,20231,Lecture,9,30,LAW,103,,3
04002D,0,20231,Lecture,10,21,LAW,103,,3
04102D,0,20231,Lecture,1,1,LAW,103,,3
04316D,0,20231,Lecture,1,1,LAW,103,,3
04401D,0,20231,Lecture,1,2,LAW,103,,3
03462D,0,20231,Lecture,30,30,OFFICE,,,1
03930D,0,20231,Lecture,1,1,OFFICE,,,1
03931D,0,20231,Lecture,2,2,OFFICE,,,1
03932D,0,20231,Lecture,1,1,OFFICE,,,1
03933D,0,20231,Lecture,1,1,OFFICE,,,2
03934D,0,20231,Lecture,1,1,OFFICE,,,2
03935D,0,20231,Lecture,1,1,OFFICE,,,2
03936D,0,20231,Lecture,1,1,OFFICE,,,1
03937D,0,20231,Lecture,1,1,OFFICE,,,1
03938D,0,20231,Lecture,1,1,OFFICE,,,1
03939D,0,20231,Lecture,0,1,OFFICE,,,1
03940D,0,20231,Lecture,1,1,OFFICE,,,1
03466D,0,20231,Lecture,9,10,OFFICE,,,1
03467D,0,20231,Lecture,4,15,OFFICE,,,2
03469D,0,20231,Lecture,2,15,OFFICE,,,3
03468D,0,20231,Lecture,13,20,LAW,114,,3
03470D,0,20231,Lecture,29,40,LAW,3,,3
04047D,0,20231,Lecture,13,40,LAW,3,,3
04147D,0,20231,Lecture,17,51,LAW,3,,3
04247D,0,20231,Lecture,2,15,LAW,3,,3
04429D,0,20231,Lecture,1,1,LAW,3,,3
03484D,0,20231,Lecture,34,36,OFFICE,,,1
03596D,0,20231,Lecture,4,4,OFFICE,,,1
03950D,0,20231,Lecture,1,2,OFFICE,,,2
03951D,0,20231,Lecture,1,1,OFFICE,,,1
03952D,0,20231,Lecture,1,1,OFFICE,,,1
03953D,0,20231,Lecture,1,1,OFFICE,,,1
03954D,0,20231,Lecture,1,1,OFFICE,,,1
03955D,0,20231,Lecture,1,1,OFFICE,,,1
03956D,0,20231,Lecture,2,2,OFFICE,,,1
03957D,0,20231,Lecture,3,3,OFFICE,,,1
03958D,0,20231,Lecture,1,1,OFFICE,,,1
03959D,0,20231,Lecture,1,1,OFFICE,,,1
03960D,0,20231,Lecture,2,2,OFFICE,,,1
03961D,0,20231,Lecture,1,1,OFFICE,,,1
03962D,0,20231,Lecture,1,1,OFFICE,,,1
03963D,0,20231,Lecture,1,1,OFFICE,,,1
03488D,0,20231,Lecture,13,15,OFFICE,,,1
03489D,0,20231,Lecture,8,15,OFFICE,,,2
03491D,0,20231,Lecture,9,15,OFFICE,,,3
03587D,0,20231,Lecture,18,18,LAW,223,,2
04081D,0,20231,Lecture,4,4,LAW,223,,2
04181D,0,20231,Lecture,1,1,LAW,223,,2
04281D,0,20231,Lecture,5,5,LAW,223,,2
04045D,0,20231,Lecture,40,40,LAW,101,,3
04145D,0,20231,Lecture,4,5,LAW,101,,3
04245D,0,20231,Lecture,18,18,LAW,101,,3
03490D,0,20231,Lecture,18,18,LAW,12,,3
04051D,0,20231,Lecture,3,5,LAW,12,,3
04250D,0,20231,Lecture,4,4,LAW,12,,3
04364D,0,20231,Lecture,1,1,LAW,12,,3
04420D,0,20231,Lecture,1,1,LAW,12,,3
03497D,0,20231,Lecture,17,18,LAW,12,,3
04043D,0,20231,Lecture,10,10,LAW,12,,3
04143D,0,20231,Lecture,2,2,LAW,12,,3
04243D,0,20231,Lecture,1,1,LAW,12,,3
03499D,0,20231,Lecture,58,66,LAW,103,,4
04000D,0,20231,Lecture,2,4,LAW,103,,4
04400D,0,20231,Lecture,3,3,LAW,103,,4
04414D,0,20231,Lecture,1,1,LAW,103,,4
03502D,0,20231,Lecture,8,8,OFFICE,,,5
03652D,0,20231,Lecture,1,5,LAW,118,,2
03654D,0,20231,Lecture,12,12,LAW,118,,4
03659D,0,20231,Lecture,3,4,LAW,118,,10
03670D,0,20231,Lecture,1,1,OFFICE & ONLINE,,,12
04190D,0,20231,Lecture,1,1,LAW,118,,2
04290D,0,20231,Lecture,0,1,OFFICE,,,4
04293D,0,20231,Lecture,1,1,OFFICE,,,2
03656D,0,20231,Lecture,1,5,LAW,118,,2
03658D,0,20231,Lecture,3,5,LAW,118,,4
03661D,0,20231,Lecture,1,1,LAW,118,,10
03660D,0,20231,Lecture,10,10,LAW,114,,
03653D,0,20231,Lecture,0,18,LAW,101,,
03655D,0,20231,Lecture,54,75,LAW,101,,
03657D,0,20231,Lecture,8,20,LAW,118,,3
03252R,0,20231,Lecture,5,16,LAW,223,,3
03453D,0,20231,Lecture,9,9,,,,5
03545D,0,20231,Lecture,11,11,OFFICE,,,3
03552D,0,20231,Lecture,49,52,LAW,103,,2
04088D,0,20231,Lecture,9,11,LAW,103,,2
04185D,0,20231,Lecture,4,5,LAW,103,,2
04285D,0,20231,Lecture,1,1,LAW,103,,2
04399D,0,20231,Lecture,1,1,LAW,103,,2
03351R,0,20231,Lecture,0,0,,,,
04044D,0,20231,Lecture,7,17,WPH,106,,
04144D,0,20231,Lecture,0,0,,,,
04244D,0,20231,Lecture,3,4,WPH,106,,
04358D,0,20231,Lecture,2,2,WPH,106,,
03357D,0,20231,Lecture,6,18,LAW,114,,3
03557D,0,20231,Lecture,15,16,LAW,118,,3
03558R,0,20231,Lecture,3,4,LAW,118,,4
03563D,0,20231,Lecture,1,4,OFFICE,,,2
03564D,0,20231,Lecture,2,4,OFFICE,,,3
03560D,0,20231,Lecture,14,16,LAW,114,,2
03561D,0,20231,Lecture,16,20,LAW,114,,
03554D,0,20231,Lecture,4,10,LAW,2,,
04004D,0,20231,Lecture,4,5,LAW,2,,
04318D,0,20231,Lecture,3,9,LAW,2,,
03556D,0,20231,Lecture,17,60,LAW,7,,2
04025D,0,20231,Lecture,9,20,LAW,114,,2
04026D,0,20231,Lecture,4,32,LAW,7,,2
04125D,0,20231,Lecture,3,3,LAW,114,,2
04187D,0,20231,Lecture,1,2,LAW,7,,2
04225D,0,20231,Lecture,1,1,LAW,114,,2
04423D,0,20231,Lecture,1,1,LAW,114,,2
03569D,0,20231,Lecture,12,25,LAW,7,,
04046D,0,20231,Lecture,8,11,LAW,7,,
04146D,0,20231,Lecture,7,20,LAW,7,,
04410D,0,20231,Lecture,5,5,LAW,7,,
03570D,0,20231,Lecture,0,8,LAW,213,,1
04426D,0,20231,Lecture,8,23,LAW,213,,1
03572D,0,20231,Lecture,18,20,LAW,213,,3
03575D,0,20231,Lecture,18,24,LAW,107,,4
03578D,0,20231,Lecture,8,9,LAW,114,,2
04003D,0,20231,Lecture,1,3,LAW,114,,2
04317D,0,20231,Lecture,3,10,LAW,114,,2
03577D,0,20231,Lecture,19,40,LAW,1,,2
04021D,0,20231,Lecture,15,40,LAW,1,,2
04121D,0,20231,Lecture,3,5,LAW,1,,2
04221D,0,20231,Lecture,2,5,LAW,1,,2
04427D,0,20231,Lecture,1,1,LAW,1,,2
03574D,0,20231,Lecture,33,35,LAW,1,,
04378D,0,20231,Lecture,6,6,LAW,1,,
03591D,0,20231,Lecture,18,20,OFFICE,,,
03588D,0,20231,Lecture,0,0,,,,4
03592D,0,20231,Lecture,31,40,LAW,101,,
04083D,0,20231,Lecture,29,31,LAW,101,,
04183D,0,20231,Lecture,5,5,LAW,101,,
04397D,0,20231,Lecture,1,1,LAW,101,,
03663D,0,20231,Lecture,4,14,LAW,114,,
04075D,0,20231,Lecture,4,9,LAW,114,,
03613D,0,20231,Lecture,22,22,LAW,118,,3
03605D,0,20231,Lecture,9,9,OFFICE,,,5
03618D,0,20231,Lecture,4,20,,,,2
03619D,0,20231,Lecture,2,2,,,,3
03622D,0,20231,Lecture,21,21,OFFICE,,,
04028D,0,20231,Lecture,2,2,OFFICE,,,
04291D,0,20231,Lecture,0,1,OFFICE,,,
04298D,0,20231,Lecture,1,1,OFFICE,,,
04345D,0,20231,Lecture,3,4,OFFICE,,,
